Case ID;Activity;Start Date;End Date;Agent Position;Customer ID;Product;Service Type;Resource
Case 2154;Email Outbound;11.3.10 10:32;11.3.10 10:49;FL;Customer 1810;iPhone;Product Assistance;Susi
Case 2154;Email Outbound;11.3.10 10:49;11.3.10 10:49;FL;Customer 1810;iPhone;Product Assistance;Susi
Case 2154;Email Outbound;11.3.10 10:51;11.3.10 10:51;FL;Customer 1810;iPhone;Product Assistance;Susi
Case 2158;Email Outbound;25.3.10 11:23;25.3.10 11:24;FL;Customer 1811;iPhone;Referred to Servicer;Samuil
Case 2180;Email Outbound;18.3.10 14:59;18.3.10 15:00;FL;Customer 1832;MacBook Pro;Referred to Servicer;Wil
Case 2195;Email Outbound;5.3.10 13:01;5.3.10 13:03;FL;Customer 1846;iPhone;Product Assistance;Richard
Case 2221;Email Outbound;14.3.10 13:08;14.3.10 13:09;FL;Customer 1866;iPhone;Product Assistance;Richard
Case 2234;Email Outbound;4.3.10 11:21;4.3.10 11:22;FL;Customer 1878;iPhone;Product Assistance;Samuil
Case 2237;Email Outbound;18.3.10 16:05;18.3.10 16:05;FL;Customer 1881;MacBook Pro;Product Assistance;Mary
Case 2237;Email Outbound;19.3.10 12:30;19.3.10 12:34;FL;Customer 1881;MacBook Pro;Product Assistance;Jochem
Case 2237;Email Outbound;19.3.10 12:34;19.3.10 12:35;FL;Customer 1881;MacBook Pro;Product Assistance;Jochem
Case 2239;Email Outbound;8.3.10 8:16;8.3.10 8:19;FL;Customer 1883;iPhone;Product Assistance;Mary
Case 2241;Email Outbound;6.3.10 12:37;6.3.10 12:41;FL;Customer 1885;iPhone;Referred to Servicer;Mary
Case 2249;Email Outbound;11.3.10 10:05;11.3.10 10:05;FL;Customer 1892;iPhone;Product Assistance;Samuil
Case 2274;Email Outbound;15.3.10 14:30;15.3.10 14:31;FL;Customer 1914;MacBook Pro;Product Assistance;Samuil
Case 2274;Email Outbound;15.3.10 14:31;15.3.10 14:37;FL;Customer 1914;MacBook Pro;Product Assistance;Samuil
Case 2290;Email Outbound;22.3.10 11:40;22.3.10 11:41;FL;Customer 1925;iPhone;Product Assistance;Samuil
Case 2290;Email Outbound;22.3.10 11:41;22.3.10 11:42;FL;Customer 1925;iPhone;Product Assistance;Samuil
Case 2303;Email Outbound;26.3.10 11:07;26.3.10 11:09;FL;Customer 1937;iPhone;Product Assistance;Susi
Case 2303;Email Outbound;26.3.10 11:09;26.3.10 11:10;FL;Customer 1937;iPhone;Product Assistance;Susi
Case 2321;Email Outbound;19.3.10 11:20;19.3.10 11:23;FL;Customer 1949;MacBook Pro;Product Assistance;Jochem
Case 2326;Email Outbound;26.3.10 12:01;26.3.10 12:04;FL;Customer 1953;iPhone;Product Assistance;Jochem
Case 2346;Email Outbound;5.3.10 11:38;5.3.10 11:50;FL;Customer 1971;iPhone;Product Assistance;Samuil
Case 2353;Email Outbound;19.3.10 6:53;19.3.10 6:57;FL;Customer 1976;iPhone;Product Assistance;Samuil
Case 2362;Email Outbound;3.4.10 14:28;3.4.10 14:33;FL;Customer 1983;iPhone;Product Assistance;Jochem
Case 2367;Email Outbound;28.3.10 7:51;28.3.10 7:54;FL;Customer 1987;MacBook Pro;Product Assistance;Samuil
Case 2367;Email Outbound;28.3.10 7:54;28.3.10 7:55;FL;Customer 1987;MacBook Pro;Product Assistance;Samuil
Case 2368;Email Outbound;20.3.10 16:20;20.3.10 16:21;FL;Customer 1988;iPhone;Referred to Servicer;Jochem
Case 2377;Email Outbound;8.3.10 10:52;8.3.10 10:54;FL;Customer 1997;iPhone;Product Assistance;Mary
Case 2382;Email Outbound;20.3.10 9:22;20.3.10 9:25;FL;Customer 2002;iPhone;Referred to Servicer;Samuil
Case 2392;Email Outbound;26.3.10 6:49;26.3.10 6:51;FL;Customer 2009;iPhone;Referred to Servicer;Samuil
Case 2408;Email Outbound;26.3.10 13:46;26.3.10 13:47;FL;Customer 2022;iPhone;Referred to Servicer;Samuil
Case 2408;Email Outbound;26.3.10 13:47;26.3.10 13:48;FL;Customer 2022;iPhone;Referred to Servicer;Samuil
Case 2410;Email Outbound;18.3.10 14:24;18.3.10 14:25;FL;Customer 2024;MacBook Pro;Product Assistance;Wil
Case 2438;Email Outbound;6.3.10 8:44;6.3.10 8:51;FL;Customer 2047;MacBook Pro;Product Assistance;Mary
Case 2438;Email Outbound;6.3.10 8:51;6.3.10 8:52;FL;Customer 2047;MacBook Pro;Product Assistance;Mary
Case 2442;Email Outbound;13.3.10 11:38;13.3.10 11:39;FL;Customer 2050;iPhone;Product Assistance;Samuil
Case 2447;Email Outbound;11.3.10 14:46;11.3.10 14:51;FL;Customer 2055;iPhone;Product Assistance;Mary
Case 2455;Email Outbound;6.3.10 14:24;6.3.10 14:28;FL;Customer 2062;MacBook Pro;Product Assistance;Mary
Case 2456;Email Outbound;28.3.10 12:00;28.3.10 12:01;FL;Customer 2063;MacBook Pro;Product Assistance;Steffi
Case 2460;Email Outbound;19.3.10 15:01;19.3.10 15:02;FL;Customer 2067;MacBook Pro;Referred to Servicer;Jochem
Case 2460;Email Outbound;19.3.10 15:02;19.3.10 15:03;FL;Customer 2067;MacBook Pro;Referred to Servicer;Jochem
Case 2477;Email Outbound;6.3.10 10:47;6.3.10 10:48;FL;Customer 2079;iPhone;Referred to Servicer;Mary
Case 2477;Email Outbound;6.3.10 10:48;6.3.10 10:49;FL;Customer 2079;iPhone;Referred to Servicer;Mary
Case 2486;Email Outbound;1.4.10 14:19;1.4.10 14:21;FL;Customer 2086;iPhone;Product Assistance;Jochem
Case 2491;Email Outbound;19.3.10 10:20;19.3.10 10:20;FL;Customer 2091;MacBook Pro;Referred to Servicer;Jochem
Case 2491;Email Outbound;19.3.10 13:15;19.3.10 13:17;FL;Customer 2091;MacBook Pro;Referred to Servicer;Jochem
Case 2496;Email Outbound;25.3.10 11:30;25.3.10 11:34;FL;Customer 2096;iPhone;Product Assistance;Mary
Case 2527;Email Outbound;8.3.10 12:28;8.3.10 12:32;FL;Customer 2122;MacBook Pro;Product Assistance;Mary
Case 2535;Email Outbound;8.3.10 8:41;8.3.10 8:42;FL;Customer 2129;iPhone;Referred to Servicer;Mary
Case 2539;Email Outbound;16.4.10 14:00;16.4.10 14:03;FL;Customer 2132;MacBook Pro;Product Assistance;Wil
Case 2582;Email Outbound;3.4.10 11:50;3.4.10 11:51;FL;Customer 2165;iPhone;Product Assistance;Jochem
Case 2582;Email Outbound;3.4.10 11:54;3.4.10 11:54;FL;Customer 2165;iPhone;Product Assistance;Jochem
Case 2594;Email Outbound;11.3.10 10:12;11.3.10 10:13;FL;Customer 2174;iPhone;Product Assistance;Susi
Case 2617;Email Outbound;21.3.10 13:01;21.3.10 13:10;FL;Customer 2194;iPhone;Product Assistance;Richard
Case 2617;Email Outbound;21.3.10 13:11;21.3.10 13:16;FL;Customer 2194;iPhone;Product Assistance;Richard
Case 2643;Email Outbound;19.3.10 14:16;19.3.10 14:24;FL;Customer 2218;iPhone;Product Assistance;Steffi
Case 2643;Email Outbound;19.3.10 14:24;19.3.10 14:25;FL;Customer 2218;iPhone;Product Assistance;Steffi
Case 2650;Email Outbound;15.3.10 11:24;15.3.10 11:25;FL;Customer 2225;MacBook Pro;Product Assistance;Henk
Case 2662;Email Outbound;2.4.10 14:29;2.4.10 14:36;FL;Customer 2234;iPhone;Product Assistance;Steffi
Case 2662;Email Outbound;2.4.10 14:36;2.4.10 14:38;FL;Customer 2234;iPhone;Product Assistance;Steffi
Case 2664;Email Outbound;3.4.10 10:17;3.4.10 10:19;FL;Customer 2236;iPhone;Product Assistance;Steffi
Case 2664;Email Outbound;3.4.10 10:19;3.4.10 10:19;FL;Customer 2236;iPhone;Product Assistance;Steffi
Case 2675;Email Outbound;7.3.10 14:48;7.3.10 14:48;FL;Customer 2246;iPhone;Referred to Servicer;Jochem
Case 2675;Email Outbound;7.3.10 14:56;7.3.10 14:56;FL;Customer 2246;iPhone;Referred to Servicer;Jochem
Case 2687;Email Outbound;21.3.10 8:02;21.3.10 8:03;FL;Customer 2253;iPhone;Product Assistance;Samuil
Case 2692;Email Outbound;7.3.10 12:00;7.3.10 12:06;FL;Customer 2258;iPhone;Product Assistance;Jochem
Case 2711;Email Outbound;22.3.10 9:26;22.3.10 9:34;FL;Customer 2275;iPhone;Product Assistance;Samuil
Case 2720;Email Outbound;7.3.10 17:49;7.3.10 17:49;FL;Customer 2283;iPhone;Product Assistance;Harold
Case 2720;Email Outbound;7.3.10 17:53;7.3.10 17:54;FL;Customer 2283;iPhone;Product Assistance;Harold
Case 2725;Email Outbound;15.3.10 8:24;15.3.10 8:30;FL;Customer 2287;iPhone;Referred to Servicer;Susi
Case 2733;Email Outbound;7.3.10 14:42;7.3.10 14:43;FL;Customer 2292;MacBook Pro;Product Assistance;David
Case 2737;Email Outbound;7.3.10 9:59;7.3.10 10:17;FL;Customer 2295;MacBook Pro;Product Assistance;Samuil
Case 2741;Email Outbound;12.3.10 8:08;12.3.10 8:12;FL;Customer 2299;iPhone;Product Assistance;Samuil
Case 2744;Email Outbound;28.3.10 7:16;28.3.10 7:17;FL;Customer 2301;MacBook Pro;Referred to Servicer;Samuil
Case 2757;Email Outbound;18.3.10 6:55;18.3.10 6:55;FL;Customer 2314;iPhone;Product Assistance;Samuil
Case 2777;Email Outbound;14.3.10 8:38;14.3.10 8:40;FL;Customer 2330;iPhone;Referred to Servicer;Samuil
Case 2777;Email Outbound;14.3.10 8:40;14.3.10 8:41;FL;Customer 2330;iPhone;Referred to Servicer;Samuil
Case 2790;Email Outbound;20.3.10 7:44;20.3.10 7:45;FL;Customer 2342;iPhone;Product Assistance;Samuil
Case 2809;Email Outbound;3.4.10 9:41;3.4.10 9:42;FL;Customer 2359;iPhone;Product Assistance;Jochem
Case 2809;Email Outbound;3.4.10 9:42;3.4.10 9:42;FL;Customer 2359;iPhone;Product Assistance;Jochem
Case 2809;Email Outbound;3.4.10 15:01;3.4.10 15:01;FL;Customer 2359;iPhone;Product Assistance;Jochem
Case 2811;Email Outbound;20.3.10 8:56;20.3.10 9:01;FL;Customer 2360;iPhone;Product Assistance;Samuil
Case 2811;Email Outbound;20.3.10 9:01;20.3.10 9:02;FL;Customer 2360;iPhone;Product Assistance;Samuil
Case 2817;Email Outbound;15.3.10 13:50;15.3.10 13:51;FL;Customer 2364;MacBook Pro;Referred to Servicer;Samuil
Case 2824;Email Outbound;19.3.10 13:01;19.3.10 13:02;FL;Customer 2371;iPhone;Product Assistance;Richard
Case 2839;Email Outbound;25.3.10 12:26;25.3.10 12:39;FL;Customer 2386;iPhone;Product Assistance;Jochem
Case 2839;Email Outbound;9.4.10 10:35;9.4.10 10:41;FL;Customer 2386;iPhone;Product Assistance;Jochem
Case 2839;Email Outbound;9.4.10 10:42;9.4.10 10:45;FL;Customer 2386;iPhone;Product Assistance;Jochem
Case 2842;Email Outbound;19.3.10 10:52;19.3.10 10:53;FL;Customer 2389;iPhone;Referred to Servicer;Jochem
Case 2856;Email Outbound;15.3.10 11:13;15.3.10 11:15;FL;Customer 2401;iPhone;Product Assistance;Samuil
Case 2858;Email Outbound;13.3.10 14:31;13.3.10 14:31;FL;Customer 1498;MacBook Pro;Referred to Servicer;Mary
Case 2858;Email Outbound;18.3.10 11:11;18.3.10 11:13;FL;Customer 1498;MacBook Pro;Referred to Servicer;Samuil
Case 2867;Email Outbound;5.3.10 11:46;5.3.10 11:48;FL;Customer 2409;MacBook Pro;Product Assistance;Jochem
Case 2868;Email Outbound;6.3.10 12:57;6.3.10 12:57;FL;Customer 2410;iPhone;Product Assistance;Mary
Case 2868;Email Outbound;6.3.10 13:11;6.3.10 13:12;FL;Customer 2410;iPhone;Product Assistance;Mary
Case 2874;Email Outbound;8.3.10 10:43;8.3.10 10:43;FL;Customer 2415;MacBook Pro;Referred to Servicer;Mary
Case 2882;Email Outbound;6.3.10 8:21;6.3.10 8:26;FL;Customer 2422;MacBook Pro;Product Assistance;Mary
Case 2882;Email Outbound;11.3.10 11:48;11.3.10 11:52;FL;Customer 2422;MacBook Pro;Product Assistance;Steffi
Case 2882;Email Outbound;14.3.10 14:05;14.3.10 14:05;FL;Customer 2422;MacBook Pro;Product Assistance;Monique
Case 2882;Email Outbound;14.3.10 14:13;14.3.10 14:14;FL;Customer 2422;MacBook Pro;Product Assistance;Monique
Case 2882;Email Outbound;15.3.10 14:23;15.3.10 14:24;FL;Customer 2422;MacBook Pro;Product Assistance;Samuil
Case 2886;Email Outbound;18.3.10 12:32;18.3.10 12:34;FL;Customer 2425;iPhone;Product Assistance;Susi
Case 2886;Email Outbound;18.3.10 12:34;18.3.10 12:36;FL;Customer 2425;iPhone;Product Assistance;Susi
Case 2901;Email Outbound;12.3.10 11:52;12.3.10 11:59;FL;Customer 2435;MacBook Pro;Product Assistance;Steffi
Case 2901;Email Outbound;12.3.10 11:59;12.3.10 12:00;FL;Customer 2435;MacBook Pro;Product Assistance;Steffi
Case 2925;Email Outbound;8.3.10 11:12;8.3.10 11:13;FL;Customer 1015;MacBook Pro;Product Assistance;Samuil
Case 2929;Email Outbound;18.3.10 12:21;18.3.10 12:23;FL;Customer 2460;iPhone;Product Assistance;Mary
Case 2942;Email Outbound;15.3.10 11:34;15.3.10 11:37;FL;Customer 2470;MacBook Pro;Product Assistance;Elena
Case 2942;Email Outbound;9.4.10 10:33;9.4.10 10:33;FL;Customer 2470;MacBook Pro;Product Assistance;Elena
Case 2960;Email Outbound;13.3.10 12:36;13.3.10 12:38;FL;Customer 2485;MacBook Pro;Product Assistance;Mary
Case 2966;Email Outbound;8.3.10 10:47;8.3.10 10:48;FL;Customer 2489;MacBook Pro;Product Assistance;Mary
Case 2983;Email Outbound;18.3.10 7:25;18.3.10 7:30;FL;Customer 2503;iPhone;Product Assistance;Samuil
Case 2983;Email Outbound;18.3.10 7:30;18.3.10 7:31;FL;Customer 2503;iPhone;Product Assistance;Samuil
Case 2987;Email Outbound;15.3.10 13:54;15.3.10 14:08;FL;Customer 2507;MacBook Pro;Product Assistance;Samuil
Case 3006;Email Outbound;7.3.10 7:45;7.3.10 7:45;FL;Customer 2521;MacBook Pro;Referred to Servicer;Samuil
Case 3008;Email Outbound;6.3.10 12:54;6.3.10 12:54;FL;Customer 2523;iPhone;Product Assistance;Mary
Case 3016;Email Outbound;12.3.10 12:43;12.3.10 12:48;FL;Customer 2530;iPhone;Referred to Servicer;Susi
Case 3024;Email Outbound;18.3.10 15:46;18.3.10 15:54;FL;Customer 2537;iPhone;Product Assistance;Steffi
Case 3024;Email Outbound;18.3.10 15:54;18.3.10 15:55;FL;Customer 2537;iPhone;Product Assistance;Steffi
Case 3027;Email Outbound;19.3.10 8:33;19.3.10 8:36;FL;Customer 2540;iPhone;Product Assistance;Samuil
Case 3027;Email Outbound;19.3.10 8:36;19.3.10 8:37;FL;Customer 2540;iPhone;Product Assistance;Samuil
Case 3031;Email Outbound;28.3.10 6:59;28.3.10 6:59;FL;Customer 2544;MacBook Pro;Product Assistance;Samuil
Case 3031;Email Outbound;15.4.10 8:42;15.4.10 8:42;FL;Customer 2544;MacBook Pro;Product Assistance;Samuil
Case 3031;Email Outbound;15.4.10 8:43;15.4.10 8:43;FL;Customer 2544;MacBook Pro;Product Assistance;Samuil
Case 3039;Email Outbound;26.3.10 10:13;26.3.10 10:17;FL;Customer 2549;iPhone;Product Assistance;Susi
Case 3039;Email Outbound;26.3.10 10:17;26.3.10 10:18;FL;Customer 2549;iPhone;Product Assistance;Susi
Case 3046;Email Outbound;25.3.10 14:29;25.3.10 14:31;FL;Customer 2555;MacBook Pro;Product Assistance;Jochem
Case 3056;Email Outbound;6.3.10 14:09;6.3.10 14:10;FL;Customer 2563;iPhone;Referred to Servicer;Mary
Case 3057;Email Outbound;7.3.10 16:14;7.3.10 16:18;FL;Customer 2564;iPhone;Referred to Servicer;Mary
Case 3062;Email Outbound;27.3.10 12:11;27.3.10 12:25;FL;Customer 440;iPhone;Product Assistance;Jochem
Case 3078;Email Outbound;1.4.10 13:21;1.4.10 13:33;FL;Customer 2581;MacBook Pro;Product Assistance;Christian
Case 3078;Email Outbound;1.4.10 13:33;1.4.10 13:34;FL;Customer 2581;MacBook Pro;Product Assistance;Christian
Case 3088;Email Outbound;26.3.10 12:37;26.3.10 12:40;FL;Customer 2589;MacBook Pro;Product Assistance;Jochem
Case 3088;Email Outbound;26.3.10 12:40;26.3.10 12:41;FL;Customer 2589;MacBook Pro;Product Assistance;Jochem
Case 3110;Email Outbound;26.3.10 7:17;26.3.10 7:33;FL;Customer 2608;MacBook Pro;Product Assistance;Mariska
Case 3124;Email Outbound;6.3.10 10:58;6.3.10 11:01;FL;Customer 2619;iPhone;Product Assistance;Mary
Case 3125;Email Outbound;22.3.10 15:00;22.3.10 15:01;FL;Customer 2620;iPhone;Product Assistance;Mary
Case 3125;Email Outbound;22.3.10 15:01;22.3.10 15:05;FL;Customer 2620;iPhone;Product Assistance;Mary
Case 3138;Email Outbound;26.3.10 11:06;26.3.10 11:07;FL;Customer 2632;iPhone;Product Assistance;Steffi
Case 3138;Email Outbound;26.3.10 11:07;26.3.10 11:08;FL;Customer 2632;iPhone;Product Assistance;Steffi
Case 3138;Email Outbound;29.3.10 7:43;29.3.10 7:52;FL;Customer 2632;iPhone;Product Assistance;Mariska
Case 3138;Email Outbound;29.3.10 7:52;29.3.10 7:54;FL;Customer 2632;iPhone;Product Assistance;Mariska
Case 3144;Email Outbound;26.3.10 10:35;26.3.10 10:35;FL;Customer 2637;iPhone;Referred to Servicer;Susi
Case 3152;Email Outbound;1.4.10 11:51;1.4.10 12:05;FL;Customer 2643;iPhone;Product Assistance;Steffi
Case 3153;Email Outbound;7.3.10 14:06;7.3.10 14:09;FL;Customer 2644;MacBook Pro;Product Assistance;Mary
Case 3160;Email Outbound;26.3.10 13:32;26.3.10 13:33;FL;Customer 2651;iPhone;Referred to Servicer;Samuil
Case 3172;Email Outbound;18.3.10 14:43;18.3.10 14:44;FL;Customer 2661;MacBook Pro;Product Assistance;Wil
Case 3178;Email Outbound;25.3.10 10:53;25.3.10 10:55;FL;Customer 2664;MacBook Pro;Product Assistance;Mary
Case 3188;Email Outbound;5.3.10 13:53;5.3.10 13:55;FL;Customer 2673;MacBook Pro;Product Assistance;Jochem
Case 3191;Email Outbound;8.3.10 10:27;8.3.10 10:29;FL;Customer 1883;MacBook Pro;Product Assistance;Mary
Case 3196;Email Outbound;28.3.10 14:58;28.3.10 15:08;FL;Customer 2680;MacBook Pro;Product Assistance;Steffi
Case 3201;Email Outbound;8.3.10 12:30;8.3.10 12:38;FL;Customer 2683;iPhone;Product Assistance;Richard
Case 3201;Email Outbound;8.3.10 12:38;8.3.10 12:39;FL;Customer 2683;iPhone;Product Assistance;Richard
Case 3204;Email Outbound;11.3.10 14:43;11.3.10 14:44;FL;Customer 2055;iPhone;Product Assistance;Mary
Case 3205;Email Outbound;25.3.10 14:53;25.3.10 14:54;FL;Customer 2686;MacBook Pro;Product Assistance;Jochem
Case 3206;Email Outbound;11.3.10 11:43;11.3.10 11:48;FL;Customer 2687;iPhone;Product Assistance;Mary
Case 3206;Email Outbound;11.3.10 12:41;11.3.10 12:41;FL;Customer 2687;iPhone;Product Assistance;Mary
Case 3212;Email Outbound;18.3.10 8:52;18.3.10 8:55;FL;Customer 2693;iPhone;Product Assistance;Samuil
Case 3212;Email Outbound;22.3.10 8:42;22.3.10 8:42;FL;Customer 2693;iPhone;Product Assistance;Samuil
Case 3212;Email Outbound;17.4.10 13:47;17.4.10 13:54;FL;Customer 2693;iPhone;Product Assistance;Samuil
Case 3215;Email Outbound;13.3.10 12:22;13.3.10 12:23;FL;Customer 2696;MacBook Pro;Product Assistance;Mary
Case 3231;Email Outbound;22.3.10 13:29;22.3.10 13:30;FL;Customer 2708;MacBook Pro;Product Assistance;Jochem
Case 3240;Email Outbound;15.3.10 8:37;15.3.10 8:37;FL;Customer 2716;iPhone;Referred to Servicer;Susi
Case 3241;Email Outbound;7.3.10 16:08;7.3.10 16:09;FL;Customer 2717;iPhone;Product Assistance;Mary
Case 3243;Email Outbound;11.3.10 10:37;11.3.10 10:45;FL;Customer 2719;iPhone;Product Assistance;Jochem
Case 3258;Email Outbound;7.3.10 15:05;7.3.10 15:06;FL;Customer 2732;MacBook Pro;Product Assistance;Mary
Case 3267;Email Outbound;14.3.10 14:26;14.3.10 14:26;FL;Customer 2738;iPhone;Referred to Servicer;Wil
Case 3278;Email Outbound;21.3.10 10:52;21.3.10 10:53;FL;Customer 2747;MacBook Pro;Product Assistance;Jochem
Case 3279;Email Outbound;5.3.10 8:39;5.3.10 8:40;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3279;Email Outbound;5.3.10 8:41;5.3.10 8:41;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3279;Email Outbound;5.3.10 8:44;5.3.10 8:45;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3279;Email Outbound;5.3.10 8:45;5.3.10 8:52;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3279;Email Outbound;5.3.10 8:52;5.3.10 8:53;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3279;Email Outbound;5.3.10 8:53;5.3.10 8:53;FL;Customer 2748;iPhone;Product Assistance;Samuil
Case 3280;Email Outbound;13.3.10 10:01;13.3.10 10:03;FL;Customer 734;iPhone;Product Assistance;Samuil
Case 3280;Email Outbound;13.3.10 10:03;13.3.10 10:05;FL;Customer 734;iPhone;Product Assistance;Samuil
Case 3297;Email Outbound;25.3.10 15:38;25.3.10 15:45;FL;Customer 2763;MacBook Pro;Product Assistance;Mary
Case 3298;Email Outbound;27.3.10 10:12;27.3.10 10:21;FL;Customer 2301;MacBook Pro;Referred to Servicer;Kenny
Case 3298;Email Outbound;27.3.10 10:21;27.3.10 10:22;FL;Customer 2301;MacBook Pro;Referred to Servicer;Kenny
Case 3304;Email Outbound;13.3.10 12:56;13.3.10 12:58;FL;Customer 2769;MacBook Pro;Product Assistance;Mary
Case 3316;Email Outbound;18.3.10 15:56;18.3.10 15:59;FL;Customer 2779;iPhone;Referred to Servicer;Mary
Case 3328;Email Outbound;28.3.10 6:34;28.3.10 6:36;FL;Customer 2786;iPhone;Product Assistance;Samuil
Case 3328;Email Outbound;28.3.10 6:36;28.3.10 6:37;FL;Customer 2786;iPhone;Product Assistance;Samuil
Case 3352;Email Outbound;13.3.10 12:26;13.3.10 12:33;FL;Customer 2801;MacBook Pro;Product Assistance;Mary
Case 3357;Email Outbound;25.3.10 12:20;25.3.10 12:21;FL;Customer 2806;MacBook Pro;Referred to Servicer;Mary
Case 3357;Email Outbound;25.3.10 12:22;25.3.10 12:23;FL;Customer 2806;MacBook Pro;Referred to Servicer;Mary
Case 3362;Email Outbound;12.3.10 13:01;12.3.10 13:09;FL;Customer 2810;iPhone;Product Assistance;Steffi
Case 3369;Email Outbound;1.4.10 14:49;1.4.10 14:52;FL;Customer 2816;MacBook Pro;Product Assistance;Christian
Case 3400;Email Outbound;18.3.10 11:38;18.3.10 11:39;FL;Customer 2838;iPhone;Product Assistance;Susi
Case 3404;Email Outbound;25.3.10 10:43;25.3.10 10:45;FL;Customer 2841;iPhone;Product Assistance;Mary
Case 3406;Email Outbound;3.4.10 12:09;3.4.10 12:14;FL;Customer 2843;iPhone;Product Assistance;Jochem
Case 3436;Email Outbound;6.3.10 14:56;6.3.10 14:58;FL;Customer 2868;iPhone;Product Assistance;Mary
Case 3454;Email Outbound;9.3.10 12:29;9.3.10 12:35;FL;Customer 2880;iPhone;Product Assistance;Samuil
Case 3478;Email Outbound;5.3.10 11:05;5.3.10 11:06;FL;Customer 2898;MacBook Pro;Referred to Servicer;Samuil
Case 3478;Email Outbound;5.3.10 11:06;5.3.10 11:06;FL;Customer 2898;MacBook Pro;Referred to Servicer;Samuil
Case 3485;Email Outbound;8.3.10 7:42;8.3.10 7:44;FL;Customer 2902;iPhone;Product Assistance;Richard
Case 3485;Email Outbound;8.3.10 7:45;8.3.10 7:47;FL;Customer 2902;iPhone;Product Assistance;Richard
Case 3499;Email Outbound;6.3.10 10:39;6.3.10 10:39;FL;Customer 2914;MacBook Pro;Product Assistance;Mary
Case 3502;Email Outbound;12.3.10 12:22;12.3.10 12:23;FL;Customer 2917;MacBook Pro;Product Assistance;Mary
Case 3510;Email Outbound;28.3.10 8:25;28.3.10 8:26;FL;Customer 2925;MacBook Pro;Product Assistance;Samuil
Case 3510;Email Outbound;1.4.10 12:20;1.4.10 12:21;FL;Customer 2925;MacBook Pro;Product Assistance;Jochem
Case 3510;Email Outbound;1.4.10 12:21;1.4.10 12:22;FL;Customer 2925;MacBook Pro;Product Assistance;Jochem
Case 3516;Email Outbound;11.3.10 13:47;11.3.10 13:49;FL;Customer 2930;MacBook Pro;Product Assistance;Mary
Case 3529;Email Outbound;11.3.10 11:02;11.3.10 11:04;FL;Customer 2942;iPhone;Referred to Servicer;Susi
Case 3529;Email Outbound;11.3.10 12:45;11.3.10 12:45;FL;Customer 2942;iPhone;Referred to Servicer;Susi
